"playerID","trialID","questionset","question","condition","correctanswer","stimuli.true","response_1","response_2","response_3","correct_1","correct_2","correct_3","gender","race","marital","eng.first.lang","eng.read","lang.home","zip","citizenship","years.in.us","enrolled","education","employed","income","hh.size","deg.minors","poli.party","poli.orient","religious","religion","edu.ordinal","income.ordinal","relig.ordinal","ideology_strength"
"dtSraFPSc4HvMpZzp",17,"stim5_f,stim4_f,stim11_t,stim14_t","stim11_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",88124,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Republican","Conservative","Might or might not","Agnosticism",3,4,3,2
"dtSraFPSc4HvMpZzp",17,"stim5_f,stim4_f,stim11_t,stim14_t","stim5_vaccines_false.png","Binary","No",TRUE,"Yes","No","No",FALSE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",88124,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Republican","Conservative","Might or might not","Agnosticism",3,4,3,2
"dtSraFPSc4HvMpZzp",17,"stim5_f,stim4_f,stim11_t,stim14_t","stim14_health_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",88124,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Republican","Conservative","Might or might not","Agnosticism",3,4,3,2
"dtSraFPSc4HvMpZzp",17,"stim5_f,stim4_f,stim11_t,stim14_t","stim4_vaccines_false.png","Binary","No",TRUE,"Yes","Yes","Yes",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",88124,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Republican","Conservative","Might or might not","Agnosticism",3,4,3,2
"wq9YxasP6XcqdQGw8",33,"stim5_f,stim4_f,stim11_t,stim14_t","stim4_vaccines_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Good","English",47111,"UNITED STATES",40,"Yes, part time","Master's degree","Yes, full time","$100,001 - $150,000","More than 5","1-2","Independent","Moderate","Probably yes","Protestantism",4,6,4,1
"wq9YxasP6XcqdQGw8",33,"stim5_f,stim4_f,stim11_t,stim14_t","stim14_health_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Good","English",47111,"UNITED STATES",40,"Yes, part time","Master's degree","Yes, full time","$100,001 - $150,000","More than 5","1-2","Independent","Moderate","Probably yes","Protestantism",4,6,4,1
"wq9YxasP6XcqdQGw8",33,"stim5_f,stim4_f,stim11_t,stim14_t","stim5_vaccines_false.png","Binary","No",TRUE,"Yes","Yes","Yes",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Good","English",47111,"UNITED STATES",40,"Yes, part time","Master's degree","Yes, full time","$100,001 - $150,000","More than 5","1-2","Independent","Moderate","Probably yes","Protestantism",4,6,4,1
"wq9YxasP6XcqdQGw8",33,"stim5_f,stim4_f,stim11_t,stim14_t","stim11_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Good","English",47111,"UNITED STATES",40,"Yes, part time","Master's degree","Yes, full time","$100,001 - $150,000","More than 5","1-2","Independent","Moderate","Probably yes","Protestantism",4,6,4,1
"cF2xwHvyEg4XxwsCP",17,"stim5_f,stim4_f,stim11_t,stim14_t","stim4_vaccines_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",18080,"UNITED STATES",44,"No","Bachelor's degree","Yes, part time","$100,001 - $150,000","3-5","1-2","Republican","Conservative","Definitely yes","Catholicism",3,6,5,2
"cF2xwHvyEg4XxwsCP",17,"stim5_f,stim4_f,stim11_t,stim14_t","stim5_vaccines_false.png","Binary","No",TRUE,"Yes","Yes","Yes",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",18080,"UNITED STATES",44,"No","Bachelor's degree","Yes, part time","$100,001 - $150,000","3-5","1-2","Republican","Conservative","Definitely yes","Catholicism",3,6,5,2
"cF2xwHvyEg4XxwsCP",17,"stim5_f,stim4_f,stim11_t,stim14_t","stim11_politics_true.png","Binary","Yes",FALSE,"No","No","Yes",FALSE,FALSE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",18080,"UNITED STATES",44,"No","Bachelor's degree","Yes, part time","$100,001 - $150,000","3-5","1-2","Republican","Conservative","Definitely yes","Catholicism",3,6,5,2
"cF2xwHvyEg4XxwsCP",17,"stim5_f,stim4_f,stim11_t,stim14_t","stim14_health_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",18080,"UNITED STATES",44,"No","Bachelor's degree","Yes, part time","$100,001 - $150,000","3-5","1-2","Republican","Conservative","Definitely yes","Catholicism",3,6,5,2
"wbpbomotgMAEQpF8J",15,"stim1_f,stim6_f,stim13_t,stim18_t","stim18_terrorism_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",41537,"UNITED STATES",29,"No","Some college","Yes, full time","Less than $10,000","1","0","Republican","Conservative","Definitely not","Atheism",2,1,1,2
"wbpbomotgMAEQpF8J",15,"stim1_f,stim6_f,stim13_t,stim18_t","stim13_economics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",41537,"UNITED STATES",29,"No","Some college","Yes, full time","Less than $10,000","1","0","Republican","Conservative","Definitely not","Atheism",2,1,1,2
"wbpbomotgMAEQpF8J",15,"stim1_f,stim6_f,stim13_t,stim18_t","stim6_political_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",41537,"UNITED STATES",29,"No","Some college","Yes, full time","Less than $10,000","1","0","Republican","Conservative","Definitely not","Atheism",2,1,1,2
"wbpbomotgMAEQpF8J",15,"stim1_f,stim6_f,stim13_t,stim18_t","stim1_false_political.png","Binary","No",TRUE,"Yes","Yes","Yes",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",41537,"UNITED STATES",29,"No","Some college","Yes, full time","Less than $10,000","1","0","Republican","Conservative","Definitely not","Atheism",2,1,1,2
"KLLpwTz7xHLmWvjyz",3,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",97439,"UNITED STATES",23,"Yes, full time","Bachelor's degree","Yes, full time","$10,000 - $20,000","3-5","1-2","Republican","Moderate","Probably not","Catholicism",3,2,2,1
"KLLpwTz7xHLmWvjyz",3,"stim8_f,stim3_f,stim10_t,stim9_t","stim8_news_false.png","Binary","No",TRUE,"No","Yes","Yes",TRUE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",97439,"UNITED STATES",23,"Yes, full time","Bachelor's degree","Yes, full time","$10,000 - $20,000","3-5","1-2","Republican","Moderate","Probably not","Catholicism",3,2,2,1
"KLLpwTz7xHLmWvjyz",3,"stim8_f,stim3_f,stim10_t,stim9_t","stim9_politics_true.png","Binary","Yes",FALSE,"Yes","No","Yes",TRUE,FALSE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",97439,"UNITED STATES",23,"Yes, full time","Bachelor's degree","Yes, full time","$10,000 - $20,000","3-5","1-2","Republican","Moderate","Probably not","Catholicism",3,2,2,1
"Fi7db3eq5hETc5JKt",15,"stim1_f,stim6_f,stim13_t,stim18_t","stim6_political_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",23236,"UNITED STATES",35,"No","Some college","Yes, full time","$50,001- $75,000","2","0","Democratic","Very liberal","Definitely not","Atheism",2,4,1,3
"Fi7db3eq5hETc5JKt",15,"stim1_f,stim6_f,stim13_t,stim18_t","stim18_terrorism_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",23236,"UNITED STATES",35,"No","Some college","Yes, full time","$50,001- $75,000","2","0","Democratic","Very liberal","Definitely not","Atheism",2,4,1,3
"Fi7db3eq5hETc5JKt",15,"stim1_f,stim6_f,stim13_t,stim18_t","stim13_economics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",23236,"UNITED STATES",35,"No","Some college","Yes, full time","$50,001- $75,000","2","0","Democratic","Very liberal","Definitely not","Atheism",2,4,1,3
"Fi7db3eq5hETc5JKt",15,"stim1_f,stim6_f,stim13_t,stim18_t","stim1_false_political.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",23236,"UNITED STATES",35,"No","Some college","Yes, full time","$50,001- $75,000","2","0","Democratic","Very liberal","Definitely not","Atheism",2,4,1,3
"gc6cqtiYuwebbWJze",32,"stim8_f,stim3_f,stim10_t,stim9_t","stim9_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",60607,"UNITED STATES",35,"No","Professional degree (e.g. JD, MD)","Yes, full time","$100,001 - $150,000","3-5","1-2","Republican","Moderate","Probably not","Judaism",5,6,2,1
"gc6cqtiYuwebbWJze",32,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",60607,"UNITED STATES",35,"No","Professional degree (e.g. JD, MD)","Yes, full time","$100,001 - $150,000","3-5","1-2","Republican","Moderate","Probably not","Judaism",5,6,2,1
"gc6cqtiYuwebbWJze",32,"stim8_f,stim3_f,stim10_t,stim9_t","stim10_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",60607,"UNITED STATES",35,"No","Professional degree (e.g. JD, MD)","Yes, full time","$100,001 - $150,000","3-5","1-2","Republican","Moderate","Probably not","Judaism",5,6,2,1
"gc6cqtiYuwebbWJze",32,"stim8_f,stim3_f,stim10_t,stim9_t","stim8_news_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",60607,"UNITED STATES",35,"No","Professional degree (e.g. JD, MD)","Yes, full time","$100,001 - $150,000","3-5","1-2","Republican","Moderate","Probably not","Judaism",5,6,2,1
"nBrwBkJmvo6gs8fuz",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim10_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",29303,"UNITED STATES",55,"No","Doctoral degree or Ph.D.","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely not","Atheism",5,4,1,2
"nBrwBkJmvo6gs8fuz",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim8_news_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",29303,"UNITED STATES",55,"No","Doctoral degree or Ph.D.","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely not","Atheism",5,4,1,2
"nBrwBkJmvo6gs8fuz",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",29303,"UNITED STATES",55,"No","Doctoral degree or Ph.D.","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely not","Atheism",5,4,1,2
"nBrwBkJmvo6gs8fuz",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim9_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",29303,"UNITED STATES",55,"No","Doctoral degree or Ph.D.","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely not","Atheism",5,4,1,2
"w2SztwmzwNSTkisr6",49,"stim1_f,stim6_f,stim13_t,stim18_t","stim1_false_political.png","Binary","No",TRUE,"Yes","Yes","No",FALSE,FALSE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",18080,"UNITED STATES",33,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Republican","Conservative","Definitely not","Atheism",2,3,1,2
"w2SztwmzwNSTkisr6",49,"stim1_f,stim6_f,stim13_t,stim18_t","stim13_economics_true.png","Binary","Yes",FALSE,"No","Yes","Yes",FALSE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",18080,"UNITED STATES",33,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Republican","Conservative","Definitely not","Atheism",2,3,1,2
"w2SztwmzwNSTkisr6",49,"stim1_f,stim6_f,stim13_t,stim18_t","stim18_terrorism_true.png","Binary","Yes",FALSE,"Yes","No","Yes",TRUE,FALSE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",18080,"UNITED STATES",33,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Republican","Conservative","Definitely not","Atheism",2,3,1,2
"w2SztwmzwNSTkisr6",49,"stim1_f,stim6_f,stim13_t,stim18_t","stim6_political_false.png","Binary","No",TRUE,"Yes","No","No",FALSE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",18080,"UNITED STATES",33,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Republican","Conservative","Definitely not","Atheism",2,3,1,2
"kDyDm9pNFiGDQfsmR",35,"stim8_f,stim3_f,stim10_t,stim9_t","stim8_news_false.png","Binary","No",TRUE,"Yes","Yes","No",FALSE,FALSE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",15229,"UNITED STATES",39,"No","Some college","No","$20,001 - $50,000","2","0","Democratic","Very liberal","Probably not","I do not identify with any of these",2,3,2,3
"kDyDm9pNFiGDQfsmR",35,"stim8_f,stim3_f,stim10_t,stim9_t","stim9_politics_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",15229,"UNITED STATES",39,"No","Some college","No","$20,001 - $50,000","2","0","Democratic","Very liberal","Probably not","I do not identify with any of these",2,3,2,3
"kDyDm9pNFiGDQfsmR",35,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"Yes","Yes","No",FALSE,FALSE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",15229,"UNITED STATES",39,"No","Some college","No","$20,001 - $50,000","2","0","Democratic","Very liberal","Probably not","I do not identify with any of these",2,3,2,3
"qWghoKMdZfZS38ogu",45,"stim5_f,stim4_f,stim11_t,stim14_t","stim14_health_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Female","Black or African American","Single, never married","Yes","Excellent","English",35405,"UNITED STATES",47,"No","Some college","Yes, part time","Less than $10,000","2","0","Democratic","Moderate","Definitely yes","Protestantism",2,1,5,1
"qWghoKMdZfZS38ogu",45,"stim5_f,stim4_f,stim11_t,stim14_t","stim5_vaccines_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Female","Black or African American","Single, never married","Yes","Excellent","English",35405,"UNITED STATES",47,"No","Some college","Yes, part time","Less than $10,000","2","0","Democratic","Moderate","Definitely yes","Protestantism",2,1,5,1
"qWghoKMdZfZS38ogu",45,"stim5_f,stim4_f,stim11_t,stim14_t","stim4_vaccines_false.png","Binary","No",TRUE,"Yes","Yes","Yes",FALSE,FALSE,FALSE,"Female","Black or African American","Single, never married","Yes","Excellent","English",35405,"UNITED STATES",47,"No","Some college","Yes, part time","Less than $10,000","2","0","Democratic","Moderate","Definitely yes","Protestantism",2,1,5,1
"qWghoKMdZfZS38ogu",45,"stim5_f,stim4_f,stim11_t,stim14_t","stim11_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Female","Black or African American","Single, never married","Yes","Excellent","English",35405,"UNITED STATES",47,"No","Some college","Yes, part time","Less than $10,000","2","0","Democratic","Moderate","Definitely yes","Protestantism",2,1,5,1
"mtimHHYme4uexMMt3",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim10_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Average","English",76706,"UNITED STATES",46,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","0","Republican","Conservative","Definitely yes","Protestantism",2,3,5,2
"mtimHHYme4uexMMt3",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim9_politics_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Average","English",76706,"UNITED STATES",46,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","0","Republican","Conservative","Definitely yes","Protestantism",2,3,5,2
"mtimHHYme4uexMMt3",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"Yes","Yes","Yes",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Average","English",76706,"UNITED STATES",46,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","0","Republican","Conservative","Definitely yes","Protestantism",2,3,5,2
"mtimHHYme4uexMMt3",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim8_news_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Average","English",76706,"UNITED STATES",46,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","0","Republican","Conservative","Definitely yes","Protestantism",2,3,5,2
"8LeWJvbFoWk5GJpwg",35,"stim8_f,stim3_f,stim10_t,stim9_t","stim10_politics_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Male","I do not identify with any of these","Single, never married","No","Good","Other (e.g., Farsi, Hebrew, Arabic, Turkish, etc.)",83350,"Morocco",0,"Yes, full time","Some college","No","$20,001 - $50,000","3-5","0","Democratic","Very liberal","Might or might not","Islam",2,3,3,3
"8LeWJvbFoWk5GJpwg",35,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","I do not identify with any of these","Single, never married","No","Good","Other (e.g., Farsi, Hebrew, Arabic, Turkish, etc.)",83350,"Morocco",0,"Yes, full time","Some college","No","$20,001 - $50,000","3-5","0","Democratic","Very liberal","Might or might not","Islam",2,3,3,3
"v2hQHd5GHrmMz8oPA",52,"stim8_f,stim3_f,stim10_t,stim9_t","stim10_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",17801,"UNITED STATES",42,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","1-2","Independent","Moderate","Probably yes","Catholicism",3,5,4,1
"v2hQHd5GHrmMz8oPA",52,"stim8_f,stim3_f,stim10_t,stim9_t","stim9_politics_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",17801,"UNITED STATES",42,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","1-2","Independent","Moderate","Probably yes","Catholicism",3,5,4,1
"v2hQHd5GHrmMz8oPA",52,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"Yes","Yes","Yes",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",17801,"UNITED STATES",42,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","1-2","Independent","Moderate","Probably yes","Catholicism",3,5,4,1
"v2hQHd5GHrmMz8oPA",52,"stim8_f,stim3_f,stim10_t,stim9_t","stim8_news_false.png","Binary","No",TRUE,"Yes","Yes","Yes",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",17801,"UNITED STATES",42,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","1-2","Independent","Moderate","Probably yes","Catholicism",3,5,4,1
"MEpcKKQvmDKKxQj9A",52,"stim8_f,stim3_f,stim10_t,stim9_t","stim8_news_false.png","Binary","No",TRUE,"Yes","Yes","Yes",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",94612,"UNITED STATES",29,"No","Some college","Yes, part time","$50,001- $75,000","2","0","No.ID","Very liberal","Definitely yes","I do not identify with any of these",2,4,5,3
"MEpcKKQvmDKKxQj9A",52,"stim8_f,stim3_f,stim10_t,stim9_t","stim10_politics_true.png","Binary","Yes",FALSE,"Yes","No","No",TRUE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",94612,"UNITED STATES",29,"No","Some college","Yes, part time","$50,001- $75,000","2","0","No.ID","Very liberal","Definitely yes","I do not identify with any of these",2,4,5,3
"MEpcKKQvmDKKxQj9A",52,"stim8_f,stim3_f,stim10_t,stim9_t","stim9_politics_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",94612,"UNITED STATES",29,"No","Some college","Yes, part time","$50,001- $75,000","2","0","No.ID","Very liberal","Definitely yes","I do not identify with any of these",2,4,5,3
"MEpcKKQvmDKKxQj9A",52,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"Yes","Yes","No",FALSE,FALSE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",94612,"UNITED STATES",29,"No","Some college","Yes, part time","$50,001- $75,000","2","0","No.ID","Very liberal","Definitely yes","I do not identify with any of these",2,4,5,3
"jJ8oQAfMigh5XRapL",37,"stim8_f,stim3_f,stim10_t,stim9_t","stim8_news_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",62301,"UNITED STATES",34,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","2","0","Republican","Conservative","Probably yes","Protestantism",3,6,4,2
"jJ8oQAfMigh5XRapL",37,"stim8_f,stim3_f,stim10_t,stim9_t","stim9_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",62301,"UNITED STATES",34,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","2","0","Republican","Conservative","Probably yes","Protestantism",3,6,4,2
"jJ8oQAfMigh5XRapL",37,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"Yes","No","Yes",FALSE,TRUE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",62301,"UNITED STATES",34,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","2","0","Republican","Conservative","Probably yes","Protestantism",3,6,4,2
"jJ8oQAfMigh5XRapL",37,"stim8_f,stim3_f,stim10_t,stim9_t","stim10_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",62301,"UNITED STATES",34,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","2","0","Republican","Conservative","Probably yes","Protestantism",3,6,4,2
"Su2GhNedYnyK496uN",49,"stim1_f,stim6_f,stim13_t,stim18_t","stim18_terrorism_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",67218,"UNITED STATES",33,"Yes, part time","High school diploma or GED","No","$10,000 - $20,000","3-5","1-2","Democratic","Very liberal","Definitely not","Agnosticism",1,2,1,3
"Su2GhNedYnyK496uN",49,"stim1_f,stim6_f,stim13_t,stim18_t","stim13_economics_true.png","Binary","Yes",FALSE,"Yes","Yes","Yes",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",67218,"UNITED STATES",33,"Yes, part time","High school diploma or GED","No","$10,000 - $20,000","3-5","1-2","Democratic","Very liberal","Definitely not","Agnosticism",1,2,1,3
"Su2GhNedYnyK496uN",49,"stim1_f,stim6_f,stim13_t,stim18_t","stim6_political_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",67218,"UNITED STATES",33,"Yes, part time","High school diploma or GED","No","$10,000 - $20,000","3-5","1-2","Democratic","Very liberal","Definitely not","Agnosticism",1,2,1,3
"Su2GhNedYnyK496uN",49,"stim1_f,stim6_f,stim13_t,stim18_t","stim1_false_political.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",67218,"UNITED STATES",33,"Yes, part time","High school diploma or GED","No","$10,000 - $20,000","3-5","1-2","Democratic","Very liberal","Definitely not","Agnosticism",1,2,1,3
"7NQCMgP5pxLFY3c5a",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim10_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Female","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Married","Yes","Excellent","English",22936,"UNITED STATES",38,"No","Master's degree","Yes, full time","$100,001 - $150,000","3-5","1-2","Democratic","Liberal","Probably not","Buddhism",4,6,2,2
"7NQCMgP5pxLFY3c5a",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim9_politics_true.png","Binary","Yes",FALSE,"No","No","No",FALSE,FALSE,FALSE,"Female","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Married","Yes","Excellent","English",22936,"UNITED STATES",38,"No","Master's degree","Yes, full time","$100,001 - $150,000","3-5","1-2","Democratic","Liberal","Probably not","Buddhism",4,6,2,2
"7NQCMgP5pxLFY3c5a",50,"stim8_f,stim3_f,stim10_t,stim9_t","stim3_vaccines_false.png","Binary","No",TRUE,"No","No","No",TRUE,TRUE,TRUE,"Female","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Married","Yes","Excellent","English",22936,"UNITED STATES",38,"No","Master's degree","Yes, full time","$100,001 - $150,000","3-5","1-2","Democratic","Liberal","Probably not","Buddhism",4,6,2,2
